@RELATION trainedClassifier/svmLapelModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {lapel-speech,boundry_speech}

@DATA
0.066526,0.009127,3.023086,0.142514,0.164486,0.496402,0.020166,0.098304,-27.764634,1.787144,1.000045,0.140594,-0.528239,0.169634,0.055107,-0.072443,-0.246381,-0.043732,-0.013143,0.128149,-0.015607,0.007241,0.002183,0.017838,0.016118,0.057459,0.012756,0.039367,0.001644,0.006945,0.012958,0.009151,0.002647,0.026691,0.059182,0.009643,0.260552,0.055014,0.031305,0.461903,0.019549,0.095329,2.275031,0.874373,0.747384,0.584443,0.507930,0.370612,0.352055,0.265772,0.307471,0.228987,0.217055,0.241901,0.208573,0.010348,0.004091,0.020832,0.026781,0.046433,0.025189,0.046468,0.003147,0.012100,0.015068,0.009951,0.005573,0.014132,lapel-speech
0.069079,0.006579,3.027809,0.142237,0.160725,0.540667,0.014578,0.107135,-27.798751,1.572781,1.079440,0.155349,-0.649385,0.262438,0.021330,-0.070530,-0.234497,-0.058900,-0.032773,0.087708,-0.099011,0.011875,0.002636,0.015924,0.009945,0.037753,0.013462,0.037203,0.002381,0.008826,0.015608,0.020826,0.003914,0.024264,0.059330,0.007231,0.282321,0.057126,0.033406,0.468349,0.011722,0.098666,2.345333,0.896198,0.778238,0.569959,0.488064,0.373145,0.337133,0.281184,0.281728,0.244844,0.239505,0.251643,0.242676,0.018465,0.004279,0.019469,0.016220,0.038736,0.022149,0.040826,0.004647,0.014121,0.018164,0.023994,0.006854,0.014124,lapel-speech
0.069127,0.007778,3.031782,0.160117,0.177542,0.552619,0.016735,0.102694,-28.077254,1.551475,0.719705,0.220108,-0.571076,0.164185,0.156276,-0.058675,-0.232623,0.002581,-0.086781,0.096045,-0.124255,0.014596,0.002227,0.018180,0.010951,0.050412,0.010841,0.041319,0.002595,0.005167,0.011900,0.013881,0.004571,0.027697,0.063913,0.008281,0.267573,0.058400,0.037367,0.489233,0.016363,0.106781,2.782758,0.865929,0.691056,0.456635,0.559409,0.400590,0.334838,0.317456,0.325745,0.279447,0.291693,0.289282,0.293569,0.025606,0.004006,0.023794,0.018990,0.045238,0.020797,0.052945,0.005507,0.008183,0.016015,0.019489,0.008676,0.016518,lapel-speech
0.053142,0.007332,2.964518,0.146000,0.177706,0.469787,0.023172,0.087145,-27.633068,1.517432,0.904502,0.428041,-0.646064,0.367374,0.020702,-0.096459,-0.238274,0.033261,-0.095389,0.152675,-0.053233,0.006991,0.002792,0.020018,0.008727,0.058422,0.009246,0.061982,0.001679,0.004658,0.010371,0.009462,0.001999,0.030213,0.055199,0.007242,0.287659,0.053069,0.043100,0.442380,0.027586,0.087767,2.815473,0.792472,0.623681,0.453017,0.610176,0.375716,0.339731,0.294474,0.263328,0.225244,0.233125,0.207011,0.200100,0.008638,0.004635,0.021791,0.012826,0.055788,0.013367,0.074144,0.003505,0.006832,0.015129,0.010500,0.003219,0.018721,lapel-speech
0.066955,0.007379,2.993097,0.156271,0.177611,0.575981,0.017599,0.103848,-28.315596,1.320668,1.014222,0.304864,-0.664944,0.299202,0.070327,-0.065367,-0.211429,0.006867,-0.055215,0.136645,-0.077340,0.010263,0.002071,0.017953,0.011184,0.052440,0.010082,0.044377,0.001815,0.004968,0.010596,0.012237,0.003530,0.026434,0.049946,0.008129,0.296513,0.052561,0.039868,0.416518,0.019868,0.086397,2.725300,0.840476,0.672934,0.433721,0.551052,0.384027,0.335243,0.286103,0.302586,0.249076,0.236121,0.247319,0.222750,0.016713,0.003350,0.021158,0.016978,0.043689,0.016724,0.051354,0.002966,0.007378,0.013126,0.015390,0.005670,0.015168,lapel-speech
0.100227,0.005240,3.018111,0.176972,0.161079,0.836531,0.011315,0.157310,-28.736119,0.956530,0.998751,0.061404,-0.505891,0.105213,0.003728,-0.175095,-0.270057,-0.204658,-0.078927,-0.077957,-0.072555,0.011975,0.002835,0.022910,0.015361,0.042098,0.009498,0.035035,0.001839,0.004750,0.006540,0.007796,0.003220,0.024638,0.072419,0.005900,0.324532,0.058916,0.030536,0.509124,0.011212,0.110512,2.582203,0.945943,0.681866,0.656967,0.417392,0.381265,0.315094,0.309284,0.317435,0.318529,0.335228,0.311807,0.318311,0.019616,0.004875,0.029885,0.025000,0.041169,0.017111,0.045430,0.002999,0.008299,0.009202,0.010236,0.005853,0.016209,lapel-speech
0.086485,0.005144,3.048890,0.161162,0.166048,0.798080,0.008002,0.138831,-27.801664,0.634711,1.159306,0.143915,-0.806774,0.239268,0.031359,-0.153795,-0.253942,-0.196928,-0.025638,-0.049448,-0.195627,0.015544,0.003923,0.020171,0.012451,0.028087,0.008765,0.020368,0.002251,0.005297,0.007803,0.019139,0.004920,0.019477,0.051878,0.006213,0.287051,0.050302,0.030639,0.491355,0.005472,0.093765,2.146219,0.798747,0.664664,0.555413,0.369937,0.340806,0.333485,0.281808,0.272743,0.277349,0.293376,0.281829,0.290893,0.021247,0.005920,0.024325,0.019632,0.029226,0.013939,0.024121,0.003504,0.008026,0.008855,0.021080,0.007419,0.012538,lapel-speech
0.096949,0.005620,3.027156,0.172824,0.168199,0.826051,0.008639,0.153306,-27.805603,0.819058,1.086962,0.173889,-0.836903,0.288700,-0.043685,-0.178666,-0.175745,-0.217666,0.066562,-0.028095,-0.178657,0.012977,0.003960,0.017232,0.009886,0.027871,0.008095,0.020434,0.002305,0.006581,0.008791,0.020686,0.004749,0.018912,0.070895,0.006613,0.310027,0.062924,0.029600,0.582227,0.006694,0.118694,2.300256,0.817861,0.685330,0.535270,0.394807,0.333283,0.322224,0.277141,0.271295,0.275766,0.274781,0.261028,0.284226,0.018467,0.006413,0.021791,0.013593,0.031201,0.012663,0.025227,0.003864,0.010716,0.012084,0.026457,0.008242,0.012831,lapel-speech
0.079599,0.006332,3.018631,0.159725,0.170678,0.719204,0.010138,0.127024,-27.663513,0.923034,1.219073,0.148605,-0.786627,0.202483,-0.034861,-0.197233,-0.277778,-0.220421,-0.007794,0.001305,-0.090853,0.013478,0.003155,0.023033,0.016160,0.042405,0.012692,0.030740,0.001905,0.005514,0.006659,0.012373,0.004704,0.023809,0.056048,0.007937,0.289450,0.051441,0.031643,0.514448,0.008191,0.102300,2.186677,0.783427,0.655859,0.554691,0.395516,0.348301,0.352398,0.293792,0.287979,0.295488,0.309099,0.281333,0.289999,0.019636,0.005006,0.026747,0.024094,0.038907,0.017914,0.035036,0.003140,0.008872,0.008659,0.014802,0.008004,0.013784,lapel-speech
0.047575,0.015074,3.048652,0.121649,0.161478,0.334139,0.013933,0.064764,-26.212904,2.048024,0.713341,0.083882,-0.912284,0.044261,0.207049,0.021648,-0.155283,0.110888,0.147083,0.062335,0.098765,0.005697,0.004100,0.017827,0.014833,0.060305,0.012931,0.041995,0.001858,0.006596,0.019021,0.012857,0.005424,0.027499,0.038545,0.015963,0.226732,0.043098,0.029851,0.375281,0.010958,0.073355,2.023062,0.643711,0.590391,0.288898,0.419488,0.260705,0.328330,0.194447,0.259656,0.222335,0.193701,0.168945,0.193271,0.007190,0.006347,0.018186,0.019562,0.040889,0.017718,0.041319,0.003081,0.008862,0.020886,0.014662,0.007727,0.011097,lapel-speech
0.054390,0.031522,3.169431,0.132757,0.163683,0.429622,0.008549,0.076452,-23.538147,1.366758,1.066176,-0.047411,-1.163255,-0.033141,0.343096,-0.022471,-0.041912,0.043398,-0.045131,0.203599,-0.071579,0.007446,0.005875,0.010723,0.005062,0.069726,0.013689,0.031708,0.002173,0.003669,0.015958,0.011700,0.017538,0.026001,0.020987,0.020980,0.101455,0.022985,0.017052,0.223117,0.010088,0.043155,0.972006,0.363307,0.484417,0.293917,0.320186,0.212515,0.397058,0.260200,0.284777,0.179494,0.199060,0.170943,0.202121,0.008236,0.006519,0.010458,0.006499,0.041589,0.014209,0.044669,0.003832,0.005570,0.023201,0.010079,0.021817,0.012381,lapel-speech
0.022603,0.043659,2.959963,0.126506,0.188870,0.180481,0.035395,0.023835,-26.292348,1.458116,0.659632,0.203175,-0.382612,0.153778,0.251628,0.181761,-0.052157,-0.024096,0.060373,0.061745,-0.004399,0.002087,0.001331,0.021235,0.002152,0.104641,0.001263,0.101353,0.000471,0.000774,0.001608,0.004924,0.000928,0.046109,0.021989,0.051254,0.214567,0.026393,0.023444,0.159209,0.036109,0.029840,1.138831,0.547930,0.304567,0.258864,0.368429,0.203875,0.190831,0.185781,0.171528,0.156373,0.160961,0.157685,0.153213,0.002808,0.002367,0.019426,0.003470,0.047230,0.001514,0.096528,0.000764,0.001033,0.001666,0.005373,0.001244,0.016249,lapel-speech
0.055638,0.012891,2.974112,0.113915,0.141061,0.548089,0.014150,0.095067,-26.257907,1.134543,0.794953,-0.431136,-0.931918,0.092196,0.075408,0.171693,-0.168072,0.011035,0.025775,0.082688,-0.144780,0.013383,0.010164,0.014246,0.008803,0.028085,0.013377,0.025979,0.002155,0.009118,0.014110,0.013245,0.009947,0.021073,0.035381,0.012754,0.358856,0.033156,0.032017,0.360471,0.011505,0.058732,2.341014,0.839671,0.706580,0.526974,0.430960,0.338486,0.365023,0.273933,0.258692,0.241298,0.241464,0.256599,0.251745,0.017635,0.016012,0.016875,0.011758,0.031028,0.019864,0.031798,0.002955,0.013825,0.018065,0.016400,0.015818,0.011608,lapel-speech
0.025318,0.020157,3.041271,0.097946,0.153132,0.242461,0.041748,0.044405,-26.071983,1.457480,0.583293,-0.112576,-0.659616,0.206282,0.104668,0.134073,-0.104227,0.070326,0.064560,0.147809,-0.110892,0.008058,0.004022,0.015875,0.004529,0.074087,0.005663,0.059261,0.002416,0.005067,0.008889,0.011174,0.006914,0.034381,0.017745,0.019387,0.257374,0.028370,0.039740,0.186966,0.048559,0.036848,2.059638,0.810600,0.642230,0.525211,0.514422,0.364078,0.336952,0.257337,0.280545,0.234341,0.214726,0.246229,0.255722,0.012354,0.008417,0.018201,0.007844,0.048493,0.009456,0.071048,0.005095,0.008438,0.010714,0.012535,0.013051,0.015224,lapel-speech
0.057088,0.010262,2.950247,0.128069,0.157217,0.506584,0.017174,0.096095,-27.481328,1.512910,1.053570,0.020136,-0.898080,0.041329,0.023830,0.094053,-0.063897,0.009503,0.011155,0.069071,-0.016355,0.014634,0.005707,0.021500,0.011054,0.040742,0.013694,0.041526,0.001231,0.008772,0.013645,0.016568,0.007541,0.026944,0.051159,0.011399,0.344800,0.049004,0.034694,0.442346,0.016880,0.088092,2.830068,0.779223,0.602092,0.469428,0.523399,0.338303,0.363476,0.246541,0.279438,0.244481,0.251705,0.229448,0.240047,0.021158,0.009248,0.025331,0.015765,0.039523,0.021759,0.046757,0.002124,0.013454,0.016755,0.020377,0.011680,0.014216,lapel-speech
0.059278,0.014608,2.952430,0.127015,0.152671,0.529513,0.015562,0.097967,-26.937059,1.548649,1.135261,0.009811,-0.785394,0.051490,0.077338,0.092163,-0.083513,-0.008471,0.016345,0.084918,-0.001177,0.013359,0.005906,0.028262,0.013537,0.040557,0.012412,0.034316,0.001335,0.007422,0.013323,0.016963,0.006734,0.025758,0.049237,0.014460,0.356154,0.044521,0.034516,0.431133,0.014556,0.084906,2.587605,0.926489,0.664446,0.473508,0.532070,0.339574,0.390738,0.257283,0.295801,0.241274,0.243981,0.227826,0.221022,0.019815,0.009423,0.030910,0.019698,0.038955,0.018710,0.039198,0.002360,0.011334,0.017573,0.020402,0.010473,0.013861,lapel-speech
0.047445,0.023598,3.003869,0.117844,0.164904,0.336889,0.018697,0.061504,-27.251570,2.706089,1.106111,0.257243,-0.385368,0.116409,0.207336,0.303317,0.023605,0.099805,-0.035437,0.120088,-0.082741,0.022057,0.002892,0.054678,0.007793,0.047404,0.005406,0.036896,0.000650,0.003999,0.017994,0.028496,0.004349,0.032787,0.049164,0.023047,0.348828,0.045456,0.032208,0.429080,0.015990,0.076598,2.208566,1.092878,0.544969,0.385357,0.447098,0.301099,0.342163,0.266988,0.260474,0.246368,0.215268,0.220355,0.204771,0.028801,0.004625,0.050460,0.010513,0.044975,0.007236,0.036853,0.001081,0.005850,0.020687,0.029734,0.006812,0.015137,lapel-speech
0.053793,0.010628,2.895460,0.120834,0.154030,0.456257,0.017270,0.091031,-26.954131,1.624599,0.903308,-0.120182,-1.030724,-0.009765,0.067050,0.088789,-0.130135,0.018395,-0.014219,0.096583,-0.013295,0.014425,0.007030,0.022111,0.014938,0.040536,0.012750,0.035319,0.001584,0.008585,0.012602,0.014020,0.009222,0.024238,0.047968,0.011427,0.392579,0.050461,0.036336,0.409272,0.014640,0.088576,2.742092,0.834800,0.647549,0.524606,0.572930,0.357771,0.389504,0.255008,0.291739,0.255859,0.250022,0.230890,0.218559,0.019122,0.010754,0.024207,0.022420,0.038168,0.017475,0.041571,0.002734,0.012906,0.015651,0.016857,0.014279,0.013376,lapel-speech
0.049280,0.010631,3.045498,0.119960,0.162054,0.285040,0.014980,0.072677,-27.085942,1.866049,0.095556,-0.060288,-1.071193,0.030717,-0.039136,0.047561,-0.122509,-0.125747,0.096109,-0.015818,-0.218592,0.019155,0.008807,0.017557,0.010366,0.028456,0.008973,0.023565,0.002592,0.009380,0.019789,0.027161,0.012350,0.025365,0.037565,0.011047,0.311626,0.045414,0.033999,0.340567,0.012440,0.076055,2.214135,0.762545,0.668933,0.478968,0.397208,0.331420,0.303751,0.276620,0.258207,0.259878,0.258242,0.254169,0.268670,0.020904,0.012527,0.018953,0.014198,0.030153,0.012592,0.030958,0.004540,0.011793,0.023279,0.028454,0.016747,0.012734,lapel-speech
0.056250,0.017956,3.044880,0.124045,0.159800,0.408074,0.018700,0.080227,-26.922277,1.387152,0.233515,-0.214412,-0.821734,-0.063672,0.019798,-0.099400,-0.326244,-0.324070,-0.063202,-0.001009,-0.002470,0.012417,0.005974,0.024732,0.023244,0.041537,0.018856,0.025819,0.002696,0.008246,0.007173,0.008633,0.005320,0.027756,0.042724,0.019672,0.343128,0.042272,0.034205,0.412833,0.015395,0.073816,2.457819,1.031216,0.622039,0.643026,0.402198,0.358932,0.353266,0.388283,0.360588,0.371314,0.380709,0.355401,0.310403,0.021071,0.009821,0.031019,0.033214,0.043204,0.028975,0.033927,0.005310,0.014358,0.011994,0.013603,0.009902,0.014776,lapel-speech
0.058510,0.019792,3.028141,0.124272,0.157993,0.438411,0.017853,0.084079,-26.668155,1.398299,0.308973,-0.242281,-0.822621,-0.062385,-0.017806,-0.072981,-0.308169,-0.265391,-0.057433,-0.030110,-0.077836,0.015432,0.007967,0.024070,0.020731,0.035712,0.017703,0.023895,0.002980,0.008837,0.008408,0.010672,0.006492,0.026664,0.045539,0.021553,0.363412,0.042954,0.034208,0.440487,0.014317,0.078564,2.470818,1.048553,0.641067,0.672701,0.401530,0.360319,0.343159,0.371418,0.347771,0.368017,0.376166,0.351561,0.313533,0.024029,0.012670,0.029613,0.029510,0.040446,0.027179,0.032013,0.005578,0.014598,0.013882,0.016853,0.011506,0.015132,lapel-speech
0.062336,0.025780,3.064737,0.133011,0.161711,0.521942,0.018311,0.093761,-26.919165,1.355246,0.426710,-0.348705,-0.899273,0.016788,0.013765,-0.089789,-0.465335,-0.157118,0.036110,0.178653,0.028738,0.009284,0.003829,0.017211,0.015481,0.040991,0.023809,0.031952,0.004076,0.013320,0.008746,0.010245,0.004621,0.027130,0.053788,0.029747,0.307390,0.050708,0.033807,0.523568,0.014509,0.088326,2.789639,0.958531,0.641454,0.715784,0.453202,0.361020,0.436184,0.387229,0.341201,0.374116,0.386168,0.327338,0.284573,0.020851,0.007983,0.026623,0.027100,0.043323,0.037902,0.038501,0.008459,0.028754,0.016362,0.015283,0.008487,0.017234,lapel-speech
0.064630,0.016910,3.087788,0.126964,0.155861,0.490810,0.016569,0.092573,-26.626901,0.892862,0.232762,-0.208357,-0.978195,0.015978,-0.010673,-0.138431,-0.361471,-0.284268,0.020560,0.077573,0.010251,0.009273,0.005671,0.020111,0.019757,0.034927,0.018021,0.020038,0.003387,0.007102,0.010029,0.009960,0.004537,0.023076,0.040579,0.018436,0.283654,0.037116,0.032965,0.406847,0.016359,0.066027,2.230971,1.038918,0.663884,0.589674,0.413714,0.409020,0.375225,0.346963,0.332113,0.372113,0.375768,0.320188,0.293313,0.016135,0.009741,0.028642,0.026414,0.037724,0.024511,0.025790,0.005483,0.009455,0.014779,0.012913,0.007165,0.013859,lapel-speech
0.048621,0.018083,3.099127,0.127659,0.159878,0.394375,0.021512,0.076194,-26.386469,1.513528,0.716850,-0.290705,-0.726278,0.045584,0.114246,0.060329,-0.112899,-0.199400,-0.029327,-0.101304,-0.161775,0.015116,0.006060,0.021914,0.011708,0.056249,0.009231,0.037050,0.001645,0.007232,0.009851,0.014325,0.006168,0.030650,0.042088,0.019098,0.224726,0.045863,0.029791,0.370105,0.023753,0.079530,1.993470,0.758908,0.572047,0.539703,0.396851,0.321104,0.304867,0.266981,0.266641,0.259355,0.283969,0.288806,0.273037,0.021041,0.009484,0.025640,0.019047,0.047960,0.016842,0.049654,0.003098,0.011650,0.014501,0.017806,0.010111,0.013885,lapel-speech
0.012944,0.040276,2.980192,0.112840,0.185031,0.089345,0.053067,0.010425,-26.482383,2.116955,0.712799,0.244989,-0.393830,0.228627,0.108081,0.167896,0.030389,-0.011694,0.133107,0.013016,-0.015058,0.004065,0.000528,0.018517,0.001109,0.116996,0.001257,0.080862,0.000166,0.000578,0.002772,0.007455,0.001010,0.045305,0.016210,0.040852,0.227017,0.034199,0.027389,0.124252,0.059686,0.021423,1.081657,0.448124,0.405297,0.267352,0.352024,0.242215,0.195466,0.190593,0.176832,0.160173,0.169614,0.156645,0.182775,0.007462,0.001108,0.020611,0.001431,0.047253,0.002053,0.088573,0.000272,0.000916,0.003783,0.009358,0.002164,0.012938,lapel-speech
0.044253,0.015187,3.098566,0.124474,0.161424,0.389266,0.022694,0.077068,-25.986559,1.407218,0.822273,-0.457621,-0.815647,0.059862,-0.042982,0.080994,-0.168356,-0.160259,-0.014673,-0.043264,-0.183043,0.015829,0.006712,0.021473,0.011860,0.064329,0.008367,0.034752,0.001520,0.006546,0.006693,0.010315,0.005960,0.029642,0.040124,0.013267,0.224256,0.048111,0.033542,0.371596,0.023219,0.086026,1.728356,0.696764,0.556891,0.539339,0.414889,0.335177,0.309658,0.277947,0.262182,0.301245,0.321563,0.305761,0.286758,0.020869,0.011741,0.026308,0.019007,0.046926,0.016581,0.046478,0.002428,0.012396,0.009381,0.014029,0.010080,0.013591,lapel-speech
0.056105,0.018552,3.110057,0.131194,0.160768,0.440315,0.020150,0.088657,-26.381074,1.150346,0.612077,-0.166208,-0.695406,0.160846,0.010819,0.047445,-0.204173,-0.138294,0.003225,-0.122745,-0.255873,0.021596,0.004255,0.018394,0.008917,0.054846,0.005727,0.032315,0.001542,0.005363,0.006957,0.011982,0.009722,0.029262,0.046110,0.021467,0.235762,0.048021,0.033125,0.359364,0.024034,0.082590,2.275137,0.671246,0.629737,0.515453,0.386344,0.415550,0.269734,0.274371,0.246925,0.286644,0.306283,0.325461,0.296447,0.030513,0.006997,0.023559,0.011670,0.043037,0.009612,0.043548,0.002443,0.011672,0.011463,0.013134,0.019107,0.013077,lapel-speech
0.043761,0.018744,3.041976,0.106756,0.144873,0.329152,0.016601,0.070644,-25.954659,1.390304,0.547290,0.156492,-1.113305,0.332846,0.353594,0.062525,-0.289004,0.125674,-0.178070,0.195288,-0.118987,0.013478,0.005492,0.016734,0.010352,0.042205,0.013208,0.034211,0.002625,0.005928,0.013844,0.015157,0.006200,0.024333,0.028900,0.018358,0.330850,0.032021,0.034079,0.253181,0.014839,0.051009,2.449204,0.811202,0.637810,0.348000,0.475550,0.287581,0.383644,0.231986,0.320102,0.267928,0.271305,0.248768,0.238715,0.019841,0.010582,0.020343,0.014892,0.037498,0.018625,0.037653,0.004540,0.008906,0.014565,0.014882,0.009918,0.011474,lapel-speech
0.037335,0.019426,2.961757,0.105822,0.153177,0.260522,0.022554,0.057725,-26.258033,1.757725,0.470960,0.105066,-1.113331,0.216363,0.172530,0.123404,-0.258162,0.107462,-0.123278,-0.000751,-0.202742,0.020176,0.008202,0.018448,0.008752,0.035315,0.008667,0.036997,0.003020,0.007384,0.017729,0.022032,0.009151,0.026133,0.024561,0.019336,0.350394,0.031371,0.035088,0.228654,0.021896,0.043098,2.780164,0.793026,0.643161,0.388203,0.514901,0.352777,0.375431,0.273824,0.329356,0.237902,0.289652,0.275273,0.288366,0.025085,0.012495,0.018907,0.012906,0.035652,0.013103,0.043559,0.005974,0.011025,0.022058,0.025875,0.012516,0.012611,lapel-speech
0.048449,0.020828,2.985750,0.117029,0.158582,0.354731,0.019753,0.070379,-26.572341,1.637811,0.550346,0.027137,-1.049460,0.163114,0.091261,0.080273,-0.284322,-0.027399,-0.174691,0.006240,-0.192870,0.018695,0.009025,0.023378,0.014366,0.036446,0.011736,0.035094,0.002392,0.007468,0.013917,0.017610,0.007917,0.027525,0.037827,0.020952,0.360520,0.037344,0.032509,0.340052,0.017093,0.060969,2.547829,0.825470,0.611887,0.419517,0.487302,0.315853,0.352339,0.304454,0.328238,0.293027,0.315062,0.320137,0.282824,0.023628,0.015262,0.024580,0.020328,0.033177,0.017185,0.039537,0.004532,0.013654,0.018754,0.021297,0.011835,0.012721,lapel-speech
0.046291,0.029463,2.954225,0.107721,0.149822,0.327287,0.016477,0.071016,-24.876248,1.737875,0.490891,-0.002320,-1.181341,0.163610,0.194763,0.044745,-0.332537,0.106571,-0.265204,0.174399,-0.145264,0.015267,0.006047,0.018189,0.013572,0.034358,0.013571,0.033671,0.002953,0.010739,0.018656,0.017511,0.005475,0.024382,0.036568,0.023966,0.373571,0.039814,0.035813,0.313781,0.015414,0.065996,2.328818,0.750035,0.646389,0.365009,0.508825,0.342955,0.444454,0.277140,0.365904,0.284355,0.316397,0.274033,0.290349,0.022639,0.008987,0.020669,0.018436,0.037272,0.018111,0.035749,0.005375,0.015105,0.019462,0.022641,0.006982,0.011865,lapel-speech
0.052586,0.013441,3.002575,0.118884,0.152409,0.394753,0.015864,0.086105,-26.291098,1.819692,0.623225,0.010330,-1.125427,0.144396,0.208309,0.044121,-0.172530,-0.091721,-0.043746,0.078178,-0.006605,0.013271,0.008083,0.024109,0.017355,0.042955,0.013579,0.032206,0.001965,0.007578,0.010457,0.012872,0.007539,0.024389,0.044310,0.014609,0.287667,0.049410,0.032392,0.437470,0.013627,0.083836,2.054652,0.832326,0.606046,0.393500,0.479002,0.332760,0.315620,0.271128,0.290726,0.238277,0.227602,0.202549,0.195181,0.017676,0.011591,0.026525,0.023118,0.037836,0.018676,0.036351,0.003236,0.010355,0.012270,0.015106,0.011618,0.012921,lapel-speech
0.048953,0.012907,3.008750,0.118126,0.154648,0.369840,0.018558,0.079090,-26.537543,1.748201,0.570175,0.022423,-1.073222,0.142924,0.220154,0.058208,-0.192027,-0.049819,-0.021140,0.071435,-0.009330,0.012275,0.007356,0.021216,0.014153,0.050308,0.013457,0.040263,0.002092,0.006503,0.010460,0.012567,0.006840,0.027183,0.045748,0.014373,0.284298,0.049147,0.033169,0.431845,0.017487,0.082901,2.204284,0.807177,0.637127,0.410571,0.507412,0.325367,0.321897,0.254554,0.298623,0.238334,0.230155,0.212631,0.202024,0.017231,0.011600,0.023738,0.020415,0.042557,0.019515,0.046545,0.003860,0.009610,0.013296,0.016126,0.010843,0.013690,lapel-speech
0.049189,0.020050,3.043770,0.116604,0.154134,0.360278,0.021991,0.079960,-25.836002,1.817367,0.598373,-0.005292,-1.103695,0.114607,0.153637,0.052827,-0.187630,-0.042168,-0.005166,0.060322,0.040539,0.011666,0.008213,0.016676,0.014106,0.046709,0.016081,0.039359,0.002007,0.008748,0.011948,0.012550,0.007086,0.027016,0.045542,0.020184,0.259441,0.049513,0.035059,0.416062,0.018067,0.080266,2.177024,0.748063,0.633255,0.398879,0.507076,0.302855,0.324264,0.259603,0.300234,0.259809,0.228546,0.227768,0.212366,0.016059,0.012570,0.020103,0.019892,0.043823,0.023400,0.043465,0.003814,0.014073,0.013567,0.016537,0.011000,0.013093,lapel-speech
0.054547,0.009530,3.051519,0.117811,0.153733,0.385377,0.011737,0.084953,-26.575268,1.517590,0.527049,-0.176726,-1.094818,0.178896,0.043758,0.132750,-0.156242,-0.203396,0.046182,-0.026828,-0.187961,0.018851,0.009648,0.018722,0.013405,0.026696,0.009776,0.021124,0.002138,0.007595,0.017084,0.022605,0.008737,0.021648,0.033421,0.011034,0.306988,0.039343,0.031263,0.346238,0.008613,0.064493,1.868870,0.731820,0.564664,0.518195,0.375656,0.332107,0.297752,0.262043,0.267414,0.262354,0.278247,0.282336,0.280659,0.022485,0.013942,0.019179,0.017255,0.027389,0.013386,0.024116,0.003295,0.010276,0.019118,0.024277,0.013111,0.010887,lapel-speech
